6.899999999999999467e-01,-1.300000000000000044e-01,6.899999999999999467e-01,3.521000000000000085e+01,-1.000000000000000021e-02,2.899999999999999800e-01
6.899999999999999467e-01,-1.700000000000000122e-01,6.899999999999999467e-01,3.521999999999999886e+01,-1.000000000000000056e-01,3.099999999999999978e-01
6.899999999999999467e-01,-2.200000000000000011e-01,6.899999999999999467e-01,3.510999999999999943e+01,0.000000000000000000e+00,1.799999999999999933e-01
6.700000000000000400e-01,-1.499999999999999944e-01,6.700000000000000400e-01,3.522999999999999687e+01,-4.000000000000000083e-02,2.200000000000000011e-01
6.800000000000000488e-01,-1.700000000000000122e-01,6.800000000000000488e-01,3.500000000000000000e+01,-4.000000000000000083e-02,2.099999999999999922e-01
6.400000000000000133e-01,-1.799999999999999933e-01,6.400000000000000133e-01,3.503000000000000114e+01,1.900000000000000022e-01,3.099999999999999978e-01
7.199999999999999734e-01,-1.799999999999999933e-01,7.199999999999999734e-01,3.507999999999999829e+01,-5.000000000000000278e-02,1.600000000000000033e-01
6.300000000000000044e-01,-1.000000000000000056e-01,6.300000000000000044e-01,3.513000000000000256e+01,-2.999999999999999889e-02,3.099999999999999978e-01
6.800000000000000488e-01,-1.900000000000000022e-01,6.800000000000000488e-01,3.504999999999999716e+01,-2.999999999999999889e-02,3.400000000000000244e-01
6.700000000000000400e-01,-1.600000000000000033e-01,6.700000000000000400e-01,3.506000000000000227e+01,1.400000000000000133e-01,2.300000000000000100e-01
6.300000000000000044e-01,-1.600000000000000033e-01,6.300000000000000044e-01,3.513000000000000256e+01,-1.100000000000000006e-01,2.200000000000000011e-01
7.199999999999999734e-01,-1.799999999999999933e-01,7.199999999999999734e-01,3.513000000000000256e+01,7.000000000000000666e-02,3.499999999999999778e-01
1.219999999999999973e+00,2.580000000000000071e+00,1.219999999999999973e+00,2.499900000000000091e+02,2.444000000000000128e+01,3.590999999999999659e+01
7.800000000000000266e-01,1.231000000000000050e+01,7.800000000000000266e-01,3.671000000000000085e+01,2.499900000000000091e+02,1.287199999999999989e+02
-9.899999999999999911e-01,8.779999999999999361e+00,-9.899999999999999911e-01,-8.970000000000000639e+00,-1.527599999999999909e+02,-1.379999999999999893e+00
-2.999999999999999889e-01,7.320000000000000284e+00,-2.999999999999999889e-01,9.380000000000000782e+00,1.346500000000000057e+02,-1.380900000000000034e+02
3.400000000000000244e-01,9.179999999999999716e+00,3.400000000000000244e-01,5.814999999999999858e+01,1.764099999999999966e+02,-1.519600000000000080e+02
1.540000000000000036e+00,1.124000000000000021e+01,1.540000000000000036e+00,9.525000000000000000e+01,9.859000000000000341e+01,2.127599999999999909e+02
-1.229999999999999982e+00,9.300000000000000711e+00,-1.229999999999999982e+00,-1.375699999999999932e+02,-1.141999999999999993e+01,-1.717000000000000171e+01
2.399999999999999911e-01,1.249000000000000021e+01,2.399999999999999911e-01,2.492800000000000011e+02,1.616999999999999886e+02,-1.893400000000000034e+02
5.600000000000000533e-01,9.660000000000000142e+00,5.600000000000000533e-01,2.231800000000000068e+02,2.201200000000000045e+02,-1.719999999999999973e+00
-3.800000000000000044e-01,1.751999999999999957e+01,-3.800000000000000044e-01,-2.500000000000000000e+02,-4.992999999999999972e+01,-3.457000000000000028e+01
5.699999999999999512e-01,6.379999999999999893e+00,5.699999999999999512e-01,-8.176000000000000512e+01,-3.834000000000000341e+01,-2.164999999999999858e+01
1.499999999999999944e-01,1.962000000000000099e+01,1.499999999999999944e-01,2.499900000000000091e+02,-1.909999999999999920e+00,-2.500000000000000000e+02
-3.099999999999999978e-01,5.610000000000000320e+00,-3.099999999999999978e-01,-2.108999999999999986e+01,2.149399999999999977e+02,3.831000000000000227e+01
-4.199999999999999845e-01,1.962000000000000099e+01,-4.199999999999999845e-01,-2.500000000000000000e+02,-2.378100000000000023e+02,-2.232000000000000028e+01
-2.000000000000000042e-02,4.059999999999999609e+00,-2.000000000000000042e-02,1.008400000000000034e+02,1.002800000000000011e+02,3.044999999999999929e+01
4.600000000000000200e-01,1.962000000000000099e+01,4.600000000000000200e-01,2.499900000000000091e+02,9.578000000000000114e+01,-2.500000000000000000e+02
-4.099999999999999756e-01,7.669999999999999929e+00,-4.099999999999999756e-01,-2.321299999999999955e+02,-1.536999999999999922e+01,-8.406000000000000227e+01
-1.100000000000000006e-01,1.787999999999999901e+01,-1.100000000000000006e-01,-2.500000000000000000e+02,-2.432199999999999989e+02,9.323999999999999488e+01
-4.500000000000000111e-01,7.040000000000000036e+00,-4.500000000000000111e-01,2.499900000000000091e+02,2.525000000000000000e+01,-2.696000000000000085e+01
4.600000000000000200e-01,1.633999999999999986e+01,4.600000000000000200e-01,2.499900000000000091e+02,2.499900000000000091e+02,-1.577100000000000080e+02
-1.100000000000000006e-01,1.322000000000000064e+01,-1.100000000000000006e-01,-2.500000000000000000e+02,-1.068100000000000023e+02,-1.236999999999999922e+01
-1.000000000000000021e-02,1.172000000000000064e+01,-1.000000000000000021e-02,-2.500000000000000000e+02,-7.848000000000000398e+01,2.996999999999999886e+01
-1.700000000000000122e-01,1.660000000000000142e+01,-1.700000000000000122e-01,2.499900000000000091e+02,2.357999999999999829e+01,-1.420900000000000034e+02
1.799999999999999933e-01,9.490000000000000213e+00,1.799999999999999933e-01,2.460800000000000125e+02,2.499900000000000091e+02,1.418499999999999943e+02
-1.250000000000000000e+00,1.962000000000000099e+01,-1.250000000000000000e+00,-5.950999999999999801e+01,-2.500000000000000000e+02,-2.500000000000000000e+02
1.110000000000000098e+00,6.599999999999999645e+00,1.110000000000000098e+00,-1.209699999999999989e+02,1.258199999999999932e+02,-2.071000000000000085e+01
8.399999999999999689e-01,1.962000000000000099e+01,8.399999999999999689e-01,2.499900000000000091e+02,8.409999999999999432e+01,6.434999999999999432e+01
-1.610000000000000098e+00,5.139999999999999680e+00,-1.610000000000000098e+00,-5.747999999999999687e+01,2.013499999999999943e+02,1.350000000000000089e+00
5.500000000000000444e-01,1.962000000000000099e+01,5.500000000000000444e-01,-2.500000000000000000e+02,-1.758700000000000045e+02,-2.500000000000000000e+02
1.360000000000000098e+00,1.810000000000000053e+00,1.360000000000000098e+00,8.176999999999999602e+01,3.185999999999999943e+01,-6.081000000000000227e+01
3.200000000000000067e-01,1.962000000000000099e+01,3.200000000000000067e-01,2.499900000000000091e+02,2.189699999999999989e+02,2.499900000000000091e+02
-1.050000000000000044e+00,5.179999999999999716e+00,-1.050000000000000044e+00,-1.033000000000000007e+01,6.519999999999999574e+00,-1.247600000000000051e+02
4.799999999999999822e-01,1.885000000000000142e+01,4.799999999999999822e-01,-2.500000000000000000e+02,-2.088400000000000034e+02,-2.500000000000000000e+02
8.599999999999999867e-01,5.280000000000000249e+00,8.599999999999999867e-01,2.499900000000000091e+02,4.625999999999999801e+01,6.695000000000000284e+01
6.800000000000000488e-01,1.687999999999999901e+01,6.800000000000000488e-01,2.499900000000000091e+02,2.499900000000000091e+02,1.913000000000000114e+02
-7.500000000000000000e-01,1.077999999999999936e+01,-7.500000000000000000e-01,-2.114999999999999858e+01,5.932000000000000028e+01,-2.500000000000000000e+02
1.260000000000000009e+00,1.350999999999999979e+01,1.260000000000000009e+00,-1.946699999999999875e+02,-2.500000000000000000e+02,-1.706399999999999864e+02
1.239999999999999991e+00,8.429999999999999716e+00,1.239999999999999991e+00,2.499900000000000091e+02,1.136599999999999966e+02,2.169799999999999898e+02
4.799999999999999822e-01,1.962000000000000099e+01,4.799999999999999822e-01,2.298400000000000034e+02,7.751000000000000512e+01,2.040900000000000034e+02
-3.099999999999999978e-01,1.084999999999999964e+01,-3.099999999999999978e-01,4.945000000000000284e+01,-8.979000000000000625e+01,-1.519300000000000068e+02
8.699999999999999956e-01,1.311999999999999922e+01,8.699999999999999956e-01,-9.221999999999999886e+01,1.863000000000000114e+02,-9.437000000000000455e+01
-1.499999999999999944e-01,1.166999999999999993e+01,-1.499999999999999944e-01,-1.780999999999999872e+01,1.262199999999999989e+02,-2.222700000000000102e+02
7.299999999999999822e-01,6.110000000000000320e+00,7.299999999999999822e-01,1.380800000000000125e+02,-1.126500000000000057e+02,-1.730000000000000071e+01
-8.000000000000000167e-02,1.762999999999999901e+01,-8.000000000000000167e-02,1.333199999999999932e+02,1.533100000000000023e+02,2.499900000000000091e+02
3.099999999999999978e-01,8.240000000000000213e+00,3.099999999999999978e-01,3.521999999999999886e+01,-1.911699999999999875e+02,1.409000000000000057e+02
1.499999999999999944e-01,6.610000000000000320e+00,1.499999999999999944e-01,3.814999999999999858e+01,2.499900000000000091e+02,-1.967500000000000000e+02
4.000000000000000222e-01,1.962000000000000099e+01,4.000000000000000222e-01,-3.759000000000000341e+01,-1.703300000000000125e+02,-2.500000000000000000e+02
5.699999999999999512e-01,6.099999999999999645e+00,5.699999999999999512e-01,-3.026999999999999957e+01,1.077500000000000000e+02,-1.556000000000000050e+01
-8.999999999999999667e-02,1.116000000000000014e+01,-8.999999999999999667e-02,1.189500000000000028e+02,-1.932899999999999920e+02,2.499900000000000091e+02
2.800000000000000266e-01,1.516000000000000014e+01,2.800000000000000266e-01,2.441000000000000014e+01,4.690999999999999659e+01,2.499900000000000091e+02
5.000000000000000278e-02,4.070000000000000284e+00,5.000000000000000278e-02,3.359999999999999876e+00,6.364000000000000057e+01,4.059999999999999609e+00
-2.099999999999999922e-01,1.581000000000000050e+01,-2.099999999999999922e-01,-6.510999999999999943e+01,-2.500000000000000000e+02,-2.086200000000000045e+02
6.700000000000000400e-01,1.128999999999999915e+01,6.700000000000000400e-01,-1.163700000000000045e+02,2.499900000000000091e+02,-2.500000000000000000e+02
6.800000000000000488e-01,6.570000000000000284e+00,6.800000000000000488e-01,2.393499999999999943e+02,-2.500000000000000000e+02,2.499900000000000091e+02
-3.599999999999999867e-01,1.590000000000000036e+01,-3.599999999999999867e-01,8.367000000000000171e+01,2.430699999999999932e+02,1.948000000000000114e+02
5.400000000000000355e-01,6.769999999999999574e+00,5.400000000000000355e-01,1.011999999999999922e+01,-1.259800000000000040e+02,-5.182999999999999829e+01
1.199999999999999956e-01,1.434999999999999964e+01,1.199999999999999956e-01,3.434000000000000341e+01,2.466999999999999886e+02,-2.500000000000000000e+02
2.800000000000000266e-01,1.422000000000000064e+01,2.800000000000000266e-01,-7.400000000000000000e+01,-1.409099999999999966e+02,-2.500000000000000000e+02
